6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,8,8,8,8,8,1,1,8,8,8,8,8,8,1,1,8,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,1,1,1,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,8,1,1,1,8,1,1,8,1,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,8,1,1,1,8,1,1,8,1,1,1,1,8,1,1,8,8,1,1,8,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,8,1,1,8,8,8,8,8,8,8,8,8,1,1,5
4,1,8,8,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,8,8,1,1,8,8,8,8,1,1,8,8,1,1,8,8,1,1,1,8,8,8,8,1,8,8,8,1,1,8,1,1,1,1,1,1,1,8,1,1,5
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,8,1,1,5
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,8,1,1,5
4,8,8,8,1,1,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,1,1,1,1,1,1,1,8,1,1,5
4,8,8,8,1,1,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,1,1,1,1,1,1,1,8,1,1,5
4,1,1,1,1,1,1,1,1,8,8,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,8,1,1,5
4,1,1,1,1,1,1,1,1,8,8,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,8,1,1,5
4,1,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,1,1,1,1,1,1,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,8,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,8,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,8,1,8,1,8,1,1,8,8,1,8,1,8,8,8,8,1,8,1,1,8,1,8,8,8,8,8,8,1,8,1,1,8,1,8,1,8,1,1,8,8,1,1,8,1,1,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,5
4,1,8,1,8,1,8,1,1,8,8,1,8,1,8,8,8,8,1,8,1,1,8,1,8,8,8,8,8,8,1,8,1,1,8,1,8,1,8,1,1,8,8,1,1,8,1,1,8,1,1,8,1,1,1,1,1,1,1,1,8,1,1,5
4,1,8,8,8,1,8,1,1,8,8,1,8,8,8,1,1,8,8,8,1,1,8,8,8,1,1,1,1,8,8,8,1,1,8,8,8,1,8,1,1,8,8,1,1,8,8,8,8,1,1,8,1,8,8,8,8,8,8,1,8,1,1,5
4,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,8,1,8,1,1,1,1,8,1,8,1,1,5
4,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,8,8,8,1,8,8,1,8,8,8,1,1,5
4,8,8,8,8,8,8,8,1,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,1,8,8,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,8,8,8,8,8,8,8,1,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,1,8,8,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,1,1,5
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,1,1,5
4,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,1,1,8,1,1,1,1,1,1,1,8,1,1,5
4,1,8,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,8,1,1,8,1,1,1,1,8,1,1,8,1,8,8,8,8,8,1,8,1,1,5
4,1,8,1,8,8,8,8,1,8,1,1,8,1,8,8,8,8,1,8,1,1,8,1,8,8,8,8,8,8,1,8,1,1,8,1,8,8,8,8,1,8,1,1,8,1,8,8,1,8,1,1,8,1,8,1,1,1,8,1,8,1,1,5
4,1,8,1,8,1,1,8,1,8,1,1,8,1,8,1,1,8,1,8,1,1,8,1,8,1,1,1,1,8,1,8,1,1,8,1,8,1,1,8,1,8,1,1,8,1,8,8,1,8,1,1,8,1,8,1,8,1,8,1,8,1,1,5
